feature_0,feature_1,label
-6.687039642383094,-4.225072345999257,2
-3.1646909609557294,9.484450934681377,0
-2.3928024650614885,9.728474558722619,0
-5.394442682136872,-6.424388430026871,2
0.5508850054889556,6.7974268218956535,4
-2.56855407463567,9.824069518798247,0
-3.2299640509553162,8.664253628446389,0
-10.04846623569283,4.820445462218698,3
4.520965675938578,1.249784896999978,1
-6.8862995435289545,-5.46589436551784,2
-6.350058609112175,-7.759897029807942,2
3.6798325589509258,1.8969401944023059,1
3.4975766842014187,2.066146306163367,1
3.293778922012252,3.4951149596345137,4
-3.1435376411524585,9.717922950704434,0
-6.195911047044471,6.896212457155837,3
-10.446414241984732,7.842182944409808,3
-6.368614800795475,-6.37826268621038,2
-7.740046570104793,-8.42161071211591,2
-4.329901507530916,-5.282502718889863,2
-10.086566209782578,8.162101719835274,3
-4.954420261180955,-7.222222701726364,2
0.7684966581804902,6.302158670163031,4
-2.69133973709545,9.720266775979812,0
-1.7630256683921144,7.130016464329774,0
-4.164380696670182,8.13717008026802,0
6.08707225608428,2.9060585072581455,1
-3.1299437631731966,10.705503056421017,0
-3.7237228733649514,7.028458121959399,0
6.072810119884949,0.795771046573114,1
5.613554701618012,0.5952537374375901,1
2.752220834477203,5.776573565326887,4
-6.903475553593244,-7.0088273122490765,2
-4.844759737778231,-4.603363159548213,2
2.6234010297672046,2.9826624291887778,4
-2.267878766994789,10.275071403407456,0
-3.290899227390088,8.433623127333135,0
3.9395596446128955,3.2192243051639116,1
-2.228654528903853,7.147211352753969,0
0.1347131263767425,2.8983949256767767,4
-2.197530620986972,7.929106178073031,0
4.740470789743335,3.665720658184936,1
-10.036456780088072,9.271430944132367,3
-0.33514301085933385,2.38407668637485,4
-5.504391018180792,-7.812955375091034,2
-6.26929714327114,-7.396480777221518,2
1.2712010136426533,2.987545630248336,4
-2.428808762382904,9.63341318944324,0
-0.41652428229388594,2.5755846121076478,4
5.274698208066047,4.785296777643203,4
-7.370797360066136,-5.673000179120247,2
-9.766474769476126,9.60200489312499,3
4.088970463965311,1.1396492409449586,1
-5.996880794456374,-4.741950902750675,2
-7.671859397748344,7.3075573530443405,3
3.4449003624798262,2.7545331741291204,1
4.539753272479668,0.23359542030249592,1
-2.6376340549982196,7.771995341295073,0
-8.51691539119641,6.335280950747684,3
0.14052705876011506,4.710107232351925,4
5.358432103702394,2.775178270402429,1
-7.165359714725735,-6.824906296572018,2
-7.595320880713926,-7.239127720188868,2
3.018589596778476,0.38622013584844783,1
-1.7346166056834598,11.610191796164873,0
-1.673532686104692,10.160652378482935,0
-7.895848350501708,-5.380566906919947,2
-0.03890634317189967,4.44482244777583,4
2.0673900660672144,3.783822561375198,4
-6.28991184788703,-6.19639716463757,2
-6.645049113287321,-6.998723834763114,2
1.1501712694635642,3.1083107276854225,4
-10.495046203715592,6.800136385689721,3
0.2400768396242572,1.702082173117292,4
2.075175315752095,1.9585290485084008,4
-9.073270081798308,6.072797009842005,3
3.5160711864805863,1.1718342161780686,1
1.4224533183711534,4.813090291068492,4
-2.716732894960858,11.068336304369133,0
-7.475190341503424,7.1387257172613054,3
4.075828258916699,2.2922235595231903,1
-3.3515876484208564,8.218805027137183,0
6.887836167689156,3.2692273627983104,1
0.40238946943064824,3.615212870141518,4
-9.944068984750716,6.645051351156221,3
-8.020720066775949,-6.497884387517297,2
1.2541148866626415,5.941944248165357,4
-1.6856853946033339,7.0790270827707396,0
-9.14905431253008,7.09809163428824,3
1.2148138364528938,4.956860867546868,4
-9.330949935911686,9.506201154139093,3
-8.598795254552671,8.636538372524473,3
4.34781806097808,1.6133638484108754,1
-2.5135206699614323,7.62424850116727,0
-8.511422080651679,7.824481023284257,3
3.160071775430635,3.7943062380829984,4
-2.975009805302225,9.218785595048907,0
2.7106856036864313,2.1948583786156015,1
-6.852470167939027,-8.56678525790349,2
0.41371386522445164,3.7776600224544015,4
-6.2529264279299355,-6.997607889007432,2
-3.231852095486887,9.57681523548835,0
-1.728956209502357,8.895275091663063,0
-3.5023058878312137,9.117658787853971,0
-6.438483382899617,-6.702402289518015,2
1.1994903337560194,5.145809605331666,4
1.2821698010405265,2.5438566146803065,4
-8.92259219045715,4.296789414513163,3
-8.19300592819383,7.6911902939868,3
-1.2095361312424178,10.278848590640205,0
2.7221296139676046,2.5277768832390635,1
-7.649627375307729,-4.88168729212771,2
-1.5227254310593623,11.290437707383058,0
-2.3899988565376793,9.915950676244469,0
-2.4110023927956723,8.89561854436895,0
0.7034531654259446,6.317449797930929,4
-3.9387618196959284,9.802150458558916,0
-6.215848203496219,-7.537949951076074,2
-11.722730077956648,8.994470045278383,3
-1.400365200004469,8.792403564466735,0
-8.085200199561813,6.988113959542863,3
4.140196801525102,7.512102197412862,4
4.151435260715965,2.796751832288773,1
-8.06325925230494,6.004669213632856,3
3.0903695138347276,3.4327378590176076,4
-3.2577203758877165,11.311123752838466,0
1.417142615889028,3.4320628847821597,4
-8.313054718870513,-6.537145649122267,2
-7.895258855015637,-7.581998777377271,2
4.2464051764126,2.1593985045715067,1
-8.72472894689028,-7.053995088173664,2
-2.66269873282967,7.867637599477811,0
-8.733907980165146,6.080150629128467,3
4.846086043980339,2.637071147922472,1
4.960430817441882,2.5836397118166525,1
1.7294662122588145,4.515114659403671,4
-8.320369801070893,8.211133477240104,3
-5.101274269027427,-7.219971240010226,2
2.9192342005766427,4.5189029851495235,4
3.235307916888552,8.39631778100549,4
-9.277140255672634,7.928647813144764,3
-5.504394101135172,-10.285117322952802,2
-6.961375301352814,-6.443344836252661,2
-3.3109061674244087,10.204736947642148,0
2.802549833161235,2.590275391162134,1
-3.525350084734836,7.196469458575284,0
-7.52480210048705,-6.093624997455662,2
-9.147087757377358,8.622057691090472,3
-8.960721416599128,6.312603759347112,3
-10.871434831830104,8.531450764737857,3
-7.12556131948895,6.820201212308443,3
3.7126875019031127,2.9693998581758643,1
4.559264888168875,1.11425769700783,1
4.581202216059174,0.28694186777644193,1
-2.798680892480346,9.436752604015478,0
3.2602847643543855,2.4707486326922794,4
-8.05006642388517,-5.315900074954236,2
-4.540745800087213,8.896278576044622,0
1.006502871421487,4.890988636327814,4
-8.171101240425262,6.61398116893643,3
-5.7831012454885675,-8.734985337304826,2
-8.011330408146808,6.503161776755038,3
-1.073239839077969,8.282546643015063,0
2.7548274537459023,0.6210487212489657,1
-5.589215108802993,-6.627307435032214,2
-5.554906935108981,-7.187646582377834,2
-5.068669975065809,-6.153382114118371,2
-10.036295886985275,7.9460745364407686,3
4.5719726495482265,3.4359346316931276,1
1.5083183255068688,4.1488934010576335,4
-2.3648428649984714,9.63161272906882,0
3.9814089469389478,2.0845835653100697,1
-4.057150702742015,7.4601916017219825,0
0.4529683566869829,3.7473266397378806,4
5.222586501648186,4.278038500424406,4
-2.8318640517185467,7.686455037708317,0
-7.122656263629066,-7.514066049271522,2
5.378804215953471,3.4178310085433115,1
1.2661288386933593,4.850301872981745,4
-6.547729384442012,-6.869842296286727,2
-6.825037419554367,-6.2101058854219,2
3.3048510205373263,2.618251908101117,4
-2.3721244446583025,9.194648241952574,0
1.1230010505158077,4.566770874786431,4
5.704143704344862,1.468255531523468,1
-5.146095312419407,8.95566199571508,3
-8.836995823011259,5.47020229760081,3
-5.325644489370923,-6.22704517046753,2
-2.0429032976155934,12.00588554911767,0
-5.573103606091264,-7.331670463185942,2
-7.94389488774256,7.435751111225035,3
-1.6423399936594247,8.566886345688202,0
-2.9797274068113393,7.258068190439779,0
3.688697658987154,4.332305050933469,4
-0.45606309518455657,6.707409124717152,4
-8.788782809931083,8.568113593888596,3
5.902215977495604,0.7754969311634365,1
-0.9283247442915594,9.2514056538292,0
0.3236713545677279,5.334898282574274,4
5.458341315083246,3.7578650703438448,1
-5.751933375642048,4.624203970457787,3
-7.093128642116548,-7.975482696431762,2
-7.635657166591943,-6.001762990264131,2
-9.592100243639024,7.442243459933364,3
4.499364396687069,4.351165406961081,4
-3.0519652061516425,6.105630936243573,0
2.348984305257041,4.092727062934387,4
-6.107337243458845,6.300853343901914,3
-6.949846696769883,7.8715485283751825,3
-6.5692338137248045,-6.624821862246754,2
-10.210334545936643,7.4284914199155905,3
1.2685209551574046,5.705110120315549,4
-1.7427213566177286,7.642680232921741,0
-10.267427563804482,8.137996598634006,3
3.777279971097625,2.8671760593934694,1
-2.887520716621165,9.925049192790242,0
-3.8973992911366,-6.562379220102371,2
2.238654091468309,3.183609777229696,4
-0.8186729491837581,4.585976312990576,4
-2.7400307807900974,9.376142938998656,0
-6.05600292513383,-7.886780802106831,2
-1.82412901022095,10.376964896415041,0
-8.10180272968812,7.774069944651407,3
-0.6305687879715418,8.935385814910736,0
-8.748916244043883,8.554281452145801,3
2.9982367221416872,3.14882690301103,4
2.220588294942086,4.176477793116653,4
-6.858006944697935,-6.31295317826386,2
-7.689561969523773,7.196214153088999,3
6.88503704667424,2.4407066967858166,1
-9.398438330977738,5.543941597119801,3
-7.576405154216012,-7.6137718901423,2
-9.655984038719499,8.484914144328949,3
-5.149293184189002,-7.4949586820879786,2
1.6737704564507965,4.6944257612256175,4
-2.7134191700826644,8.470412469005591,0
-9.484840761451325,7.017586551014396,3
-9.558790588081337,7.491107342977124,3
-8.07320078195856,7.634046681791409,3
2.2039891036139085,3.8102290051505765,4
-10.030635175348854,7.48663239616072,3
-2.172007381770711,8.267046704413609,0
4.633163613633245,2.775659670651747,1
-7.90703099994537,-6.837430304436355,2
-8.276787250077788,5.919186067822573,3
-8.948675895761129,7.342753254252895,3
5.742953557718345,1.1713967812939394,1
-8.779933258896365,-6.384510898710589,2
2.8853026344907002,6.345177700696025,4
-7.693998864704194,-7.261994626567091,2
-10.790733661676109,9.75063119218208,3
1.6613090876254173,2.2086774823841306,4
-7.527799615857099,6.666036550450381,3
-3.7629686558779905,6.65465822094712,0
-8.975694602794645,7.500830004378857,3
-2.285077505680256,8.107826609374335,0
1.4807367976517782,2.939957767348318,4
3.915102085065026,1.6977112975083155,1
5.447312319388285,2.6833466444303857,1
3.898696561706881,1.5938822567082722,1
-1.5127946431996555,7.986985537107681,0
-5.832237969944509,-8.039497661320446,2
-8.031575666987528,5.522951056503102,3
3.846242641961335,1.5984917374391423,4
-7.930541731456692,5.026650830793742,3
-5.822251126175227,-6.878518766794658,2
1.0923448459873941,5.803164640098786,4
3.4270941900453677,2.1751819012935893,4
4.831706506624982,0.7399595148295823,1
6.094211618691782,2.2866703214213593,1
1.3130780879840573,4.689523470748683,4
-2.013679877922001,8.337816664833552,0
-2.8021855854015287,10.17119073014435,0
-6.517587180469188,-6.669466117781629,2
5.059458892987734,0.09540635830626587,1
4.060205574207974,2.1493212983233914,1
2.5122398743798438,3.487475484797522,1
-2.9471408985042125,8.007234527391514,0
-1.9946178226560627,9.846012856914095,0
-7.931528750142833,7.057256989947981,3
-2.2703259883645863,8.294025875607767,0
-7.868684329353525,6.305844197862093,3
3.997485013083394,1.864529745175739,1
-7.420446496933035,10.135907778873854,3
-4.332441582197566,8.43320524075882,0
2.8192704002220865,2.8738646849668505,1
-7.387945489225083,-8.518850478304126,2
-2.2202938076664682,12.136305865214796,0
4.679235230722005,1.0629752823006486,1
-11.00677743055419,6.993708554694953,3
3.783720768860947,4.125135886804526,4
-6.705001753829381,-7.617056671285926,2
6.196272292101432,1.9457280091820734,1
-9.235257631863673,6.711329939118443,3
4.727095465423311,1.4793779104661158,1
-8.827787370758234,7.038302935145522,3
-11.760702554775477,8.14451876582945,3
1.7773445122169163,7.902668910970566,4
-9.91275300502705,8.598947347138562,3
-7.8550798348687225,7.832190294431486,3
3.439481246701412,1.1598757193109104,1
-8.920463547835709,7.358053592395901,3
-6.710447951616798,-4.973757279623632,2
-2.532017072535977,7.811250890632951,0
-3.790342138311863,8.84343074617277,0
5.708338632451845,2.6634157032686114,1
-8.70967820218785,6.940907288905025,3
5.411364746538419,3.736403889710363,4
-10.799035307507154,6.813725298467937,3
3.5822850815787364,5.313817757624911,4
-6.65797462141397,-5.754610948263161,2
-1.8173292673858303,9.387786313650565,0
-7.610917990775094,7.094987492383643,3
2.5952329320360388,0.8638104981852668,1
1.2954842349412181,4.123000711104325,4
-3.697841213209576,8.334728852674996,0
2.81843034021113,1.5447346429728008,1
1.4716480208341793,2.9403498232648584,4
-1.8632423281931907,10.301294932970084,0
-10.630539490539782,4.774785816257905,3
5.526451413293105,2.711610664756396,1
3.245738223533265,1.6334030078482114,1
-8.966693520466187,9.654217629206263,3
7.024352170267431,1.3360046065663747,1
-6.38696708875813,-7.157392966225163,2
-6.991160239087576,-7.167511899702046,2
5.237744934424244,3.3413485301662518,1
-3.285085084143782,7.7164285238610475,0
-8.709858813045255,6.909346658133071,3
4.507080393959306,0.8971990111624824,1
6.347176599548029,3.084628166630643,1
2.2829497598982567,3.6037308872268357,4
2.3597768255265006,5.948970847258088,4
1.5538097489276104,4.780824403424565,4
-9.042150585849287,9.28761086969547,3
-2.4509716695189576,8.017145988505076,0
-2.8036633622561946,8.109802730969335,0
-8.42813749989005,7.251477865472426,3
0.49786577927407216,5.5470840759809725,4
-8.908792269161564,7.859366723827557,3
-9.813382680782393,9.849879830848678,3
-10.612860305251553,9.330242000415737,3
4.438106253926354,1.4066609907041792,1
-7.934224400433093,6.586076375069389,3
-3.612506704133314,10.874207414219368,0
2.3719550166433105,4.200073660365116,4
-1.5139109256325631,6.360923757388859,0
1.6045113586834,4.071539688578771,4
-2.384156298310499,8.939174374718895,0
-6.525291262406228,-7.811908561867547,2
-5.8100627669075635,-6.875033762482965,2
-5.851584214860203,-4.86725708790936,2
4.095980745400485,3.7161307253056264,1
2.7602338017018293,4.7730712486117035,4
-2.278738683264712,8.64334637115532,0
-7.845789242357089,7.513092090200445,3
6.607836271473773,2.8637226732270027,1
4.4749406186748715,3.1166191405842585,1
2.3310043401979774,3.7480789054179655,4
-3.235936270736987,11.205497784454645,0
2.843640808027889,3.656012975985413,4
-1.6300295303940553,8.917426232068022,0
1.6628821898072026,2.6786079294616183,4
1.1953660775980275,4.722679680551572,4
-0.0842252419086762,3.327272326228662,4
